,Ticker,Net Income,EPS,Dividends,Payout Ratio,Shares,Book Value/Share,Current Ratio,Quick Ratio,Free Cashflow/Share,Revenue,Gross Margin,Operating Margin,EBT Margin,Net Margin,Return on Assets,Return on Equity,Return on Invested Capital,Interest Coverage,EPS Year on Year,Total Assets,Debt/Equity,5-Year Net Income %,Company Name,Dividend Cover,Dividend Cover
618,GSK,1656.0,0.67,1.62,242.3,2478.0,1.94,0.94,0.59,0,100.0,66.98,21.26,12.91,5.52,2.86,73.76,8.38,6.61,-340.54,100.0,6.68,-19.62,GlaxoSmithKline plc,0,0
619,GLEN,6103.0,0.42,0.14,32.4,14436.0,2.54,1.08,0.39,0,100.0,4.23,3.5,3.64,2.86,4.81,13.14,9.11,5.79,0,100.0,0.51,41.9,Glencore plc,0,0
620,HMSO,157.0,0.2,0.26,129.3,794.0,7.62,0.72,0.58,0,100.0,0,101.2,74.23,64.93,1.57,2.63,2.67,2.57,0,100.0,0.57,22.92,Hammerson,0,0
621,HL.,236.0,0.49,0.3,61.5,475.0,0.85,1.96,1.93,0,100.0,99.98,64.52,65.33,52.79,30.83,66.48,66.14,0,0,100.0,0,9.75,Hargreaves Lansdown plc,0,0
622,HSBA,11036.0,0.49,0.51,103.3,20111.0,7.06,0,0,0,100.0,0,0,100.0,15.31,0.39,5.3,0,0,10.53,100.0,0.76,-5.1,HSBC Holdings plc,0,0
623,IMB,702.0,21.05,2.5,11.9,33.0,1.75,3.21,2.71,0,100.0,36.24,1.19,7.12,5.8,5.99,9.67,8.59,121.89,0,100.0,0.01,33.83,Imperial Brands Group,0,0
624,XLON:INF,284.0,0.34,0.2,60.2,842.0,4.66,0.42,0.37,0,100.0,0,22.25,13.37,15.79,3.53,7.13,5.43,4.92,0,100.0,0.41,27.97,Informa plc,0,0
625,IHG,578.0,3.02,1.03,34.2,191.0,-6.13,0.78,0.76,0,100.0,60.73,42.99,32.28,29.9,18.43,0,0,7.71,-30.41,100.0,0,1.71,InterContinental Hotels Group plc,0,0
626,IAG,29.0,0.05,0,0,471.0,6.03,4.72,3.68,0,100.0,16.27,8.16,8.0,2.54,0.74,1.05,0.67,52.22,-105.56,100.0,0.14,8.43,International Consolidated Airlines Group SA,0,0
627,ITRK,-0.0,0,0,0,67.0,0,0.27,0.22,0,100.0,100.0,-62.73,-80.44,-80.44,-193.44,0,0,-3.54,0,100.0,0,0,Intertek Group plc,0,0
628,ITV,-6.0,-0.1,0,0,52.0,0.08,1.33,0.53,0,100.0,61.34,-16.79,-16.6,-17.39,-33.8,-90.06,-63.05,-6.85,0,100.0,0.19,0,ITV plc,0,0
629,JMAT,298.0,1.55,0.76,49.1,192.0,12.29,1.88,1.2,0,100.0,6.43,3.58,2.27,2.11,6.28,12.92,9.9,9.0,0,100.0,0.4,1.51,Johnson Matthey Plc,0,0
630,NG.,3550.0,1.02,0.45,43.2,3476.0,5.54,0.77,0.64,0,100.0,74.46,22.67,17.76,23.28,5.7,18.11,7.45,78.37,11.33,100.0,1.18,9.12,National Grid,0,0
631,NXT,7.0,0.02,0,0,300.0,2.6,12.72,12.47,0,100.0,65.68,20.13,7.14,4.35,0.64,0.95,1.88,1.42,0,100.0,0.34,0,Next plc,0,0
632,NMC,215.0,1.03,0.17,16.4,207.0,4.31,1.59,1.29,0,100.0,40.16,18.7,13.06,12.2,6.75,19.95,10.58,3.99,0,100.0,1.27,25.86,NMC Health Plc,0,0
633,XLON:OML,18362.0,3.9,1.23,91.4,4667.0,1.55,0,0,0,100.0,0,0,8.69,11.39,0.76,15.26,0,8.37,0,100.0,0.2,-1.08,Old Mutual Plc,0,0
634,PPB,219.0,2.57,1.35,52.6,85.0,57.24,1.0,0.64,0,100.0,76.12,22.96,14.02,12.29,4.44,5.16,4.62,132.74,0,100.0,0.04,17.06,Paddy Power Betfair plc,0,0
635,PSON,-1.0,-0.01,0,0,90.0,-0.01,0.05,0.04,0,0,0,0,0,0,-195.81,0,0,-51.34,-78.31,100.0,0,0,Pearson plc,0,0
636,PSN,837.0,2.57,2.35,91.1,325.0,8.98,2.72,0.83,0,100.0,32.23,28.96,29.25,23.89,18.1,30.18,29.89,75.28,0,100.0,0,35.83,Persimmon plc,0,0
637,PRU,7563.0,17.27,3.3,19.1,431.0,115.66,0,0,0,100.0,0,0,9.97,12.25,0.92,15.46,0,0,-58.93,100.0,0.37,75.75,Prudential plc,0,0
638,RRS,-25.0,-0.7,0,0,7596.0,0,3.32,1.49,0,100.0,-90.93,-141.67,-188.9,-249.54,-15.0,-114.36,-36.31,-1.68,0,100.0,4.24,0,Randgold Resources,0,0
639,RB.,6529.0,9.18,1.64,33.7,711.0,19.46,0.68,0.48,0,100.0,59.82,25.15,20.5,51.55,17.46,59.4,26.06,8.33,25.98,100.0,0.75,27.54,Reckitt Benckiser Group Plc,0,0
640,REL,-6.0,0,0,0,4531.0,0,2.72,1.22,0,0,0,0,0,0,-114.14,-140.17,-132.72,-559.3,0,100.0,0,0,RELX plc,0,0
641,RTO,7.0,0.33,0,0,21.0,12.99,4.1,2.44,0,100.0,53.83,1.07,1.76,1.21,2.07,2.61,1.59,79.85,0,100.0,0,-33.15,Rentokil Initial Plc,0,0
642,RIO,9837.0,5.78,2.91,50.3,1315.0,24.44,1.66,1.03,0,100.0,0,30.92,35.92,24.21,10.9,23.25,17.63,45.35,0,100.0,0.31,0,Rio Tinto plc,0,0
643,RR.,2073.0,1.13,0.12,10.3,1846.0,0.4,1.19,0.81,0,100.0,15.02,2.82,12.78,12.1,7.44,103.86,35.2,28.73,0,100.0,4.85,13.02,Rolls Royce Holdings Plc,0,0
644,RBS,1286.0,0.12,0,0,6009.0,10.36,0,0,0,100.0,0,0,100.0,5.67,0.09,1.45,0,0,-85.95,100.0,0.99,0,Royal Bank of Scotland Group plc,0,0
645,RDSA,19817.0,2.36,1.88,79.4,8343.0,18.17,1.2,0.82,0,100.0,17.76,7.22,8.69,5.71,0,0,0,12.42,280.04,100.0,0.37,-13.37,Royal Dutch Shell Plc A Shares,0,0
646,RDSB,19817.0,2.36,1.88,79.5,8343.0,20.43,1.2,0.82,0,100.0,17.76,7.22,8.69,5.71,0,0,0,12.42,280.04,100.0,0.37,-13.37,Royal Dutch Shell Plc B Shares,0,0
647,RSA,328.0,0.29,0.2,66.7,1026.0,3.9,0,0,0,100.0,0,0,6.82,4.37,1.48,7.87,0,19.5,-275.34,100.0,0.17,-3.42,RSA Insurance Group,0,0
648,SVT,2.0,0.96,0.16,16.7,2.0,11.12,4.32,2.08,0,100.0,26.89,7.28,7.1,4.92,5.99,8.01,7.35,36.29,500.0,100.0,0.1,32.71,Severn Trent Plc,0,0
649,XLON:SHP,4822.0,5.28,0.35,6.6,913.0,35.86,1.55,0.52,0,100.0,70.98,25.63,16.72,31.06,7.23,14.18,8.64,5.74,157.69,100.0,0.45,41.79,Shire plc,0,0
650,SKY,8.0,0.95,0,0,9.0,6.72,1.41,0.73,0,100.0,13.43,2.74,3.46,3.46,14.35,29.83,30.89,29.29,-107.39,100.0,0.16,0,Sky plc,0,0
651,SN.,717.0,0.81,0.35,43.1,876.0,4.06,2.13,1.05,0,100.0,73.34,18.32,17.19,14.73,9.46,16.21,12.71,14.29,-1.11,100.0,0.31,1.02,Smith & Nephew plc,0,0
652,XLON:SMIN,371.0,0.9,0.43,46.7,401.0,4.92,2.47,1.75,0,100.0,46.36,14.88,14.13,11.55,8.0,19.69,12.02,7.58,0,100.0,0.78,17.31,Smiths Group Plc,0,0
653,SKG,536.0,2.26,0.88,38.8,237.0,9.3,1.75,1.34,0,100.0,31.7,11.05,8.53,6.12,5.82,22.22,11.01,4.91,-13.76,100.0,1.51,10.86,Smurfit Kappa Group Plc,0,0
654,SSE,-0.0,-0.07,0,0,3.0,4.08,0,0,0,100.0,0,0,-1.87,-3.69,-0.16,-1.75,0,0,50.0,100.0,0.1,0,SSE plc,0,0
655,STJ,658.0,2.28,1.22,53.5,288.0,15.7,1.93,1.16,0,100.0,66.77,16.64,12.02,11.05,5.56,15.51,8.31,5.5,-2.67,100.0,1.2,-0.61,St James's Place Plc,0,0
656,STAN,1583.0,0.34,0.11,32.1,3330.0,11.84,0,0,0,100.0,0,0,100.0,7.65,0.17,2.24,0,0,0,100.0,1.31,-24.25,Standard Chartered plc,0,0
657,XLON:SLA,592.0,0.21,0.21,73.5,2855.0,2.8,0,0,0,100.0,0,0,4.91,3.5,0.31,9.37,0,9.23,0,100.0,22.17,0.03,Standard Life Aberdeen Plc,0,0
658,TW.,634.0,0.19,0.05,24.6,3280.0,0.9,3.14,0.48,0,100.0,26.14,20.31,19.66,16.02,12.44,22.14,21.56,83.77,0,100.0,0.04,19.14,Taylor Wimpey plc,0,0
659,TSCO,480.0,3.85,1.12,29.0,125.0,11.54,1.92,0.08,0,100.0,34.37,9.25,9.02,6.35,16.33,34.45,24.92,0,35.2,100.0,0.39,8.86,Tesco plc,0,0
660,TUI,835.0,1.75,0.65,47.0,597.0,4.32,0.63,0.41,0,100.0,10.31,3.66,5.65,4.35,5.38,35.55,22.17,8.85,192.91,100.0,0.65,0,TUI AG,0,0
661,ULVR,5982.0,2.17,1.46,67.2,2760.0,3.8,0.76,0.45,0,100.0,0,16.09,15.02,11.43,9.87,43.06,16.33,16.53,13.79,100.0,1.64,6.2,Unilever plc,0,0
662,UU.,355.0,0.52,0.39,75.4,683.0,4.33,1.01,0.68,0,100.0,91.5,37.05,24.89,20.43,2.79,12.29,5.34,2.63,0,100.0,2.4,3.62,United Utilities Group Plc,0,0
663,VOD,2439.0,0.88,1.48,93.7,2785.0,29.44,0.97,0.53,0,100.0,29.63,9.36,8.33,5.24,1.62,3.49,3.27,4.07,-40.61,100.0,0.49,36.8,Vodafone Group plc,0,0
